Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","22404","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","22741","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","23050","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","23343","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","8402","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","8433","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","8464","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","8495","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","9095","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","9202","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","9309","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","9413","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","360","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","366","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","372","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","377","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","151125","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","152862","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","154695","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","156595","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","280","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","282","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","283","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","285","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","9491","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","9450","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","9405","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","9357","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","10941","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","11007","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","11060","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","11104","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","309","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","316","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","324","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","332","","Official data"
"FBS","Food Balance Sheets","53","Benin","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","9510","","Official data"
"FBS","Food Balance Sheets","53","Benin","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","9780","","Official data"
"FBS","Food Balance Sheets","53","Benin","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","10051","","Official data"
"FBS","Food Balance Sheets","53","Benin","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","10323","","Official data"
"FBS","Food Balance Sheets","17","Bermuda","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","65","","Official data"
"FBS","Food Balance Sheets","17","Bermuda","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","65","","Official data"
"FBS","Food Balance Sheets","17","Bermuda","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","65","","Official data"
"FBS","Food Balance Sheets","17","Bermuda","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","65","","Official data"
"FBS","Food Balance Sheets","19","Bolivia (Plurinational State of)","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","10157","","Official data"
"FBS","Food Balance Sheets","19","Bolivia (Plurinational State of)","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","10324","","Official data"
"FBS","Food Balance Sheets","19","Bolivia (Plurinational State of)","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","10496","","Official data"
"FBS","Food Balance Sheets","19","Bolivia (Plurinational State of)","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","10671","","Official data"
"FBS","Food Balance Sheets","80","Bosnia and Herzegovina","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","3846","","Official data"
"FBS","Food Balance Sheets","80","Bosnia and Herzegovina","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","3839","","Official data"
"FBS","Food Balance Sheets","80","Bosnia and Herzegovina","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","3834","","Official data"
"FBS","Food Balance Sheets","80","Bosnia and Herzegovina","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","3829","","Official data"
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","1969","","Official data"
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","1987","","Official data"
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","2004","","Official data"
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","2021","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","195210","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","196935","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","198656","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","200362","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","401","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","407","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","412","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","418","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","7389","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","7333","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","7278","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","7223","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","15540","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","15995","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","16460","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","16935","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","488","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","491","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","494","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","499","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","14365","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","14606","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","14865","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","15135","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","20624","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","21156","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","21700","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","22254","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","34126","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","34487","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","34838","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","35182","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","4350","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","4436","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","4525","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","4616","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","11721","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","12080","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","12448","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","12825","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","17151","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","17308","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","17465","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","17620","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","7050","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","7096","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","7148","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","7204","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","535","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","546","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","557","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","566","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","1359821","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","1368440","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","1377065","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","1385567","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","23146","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","23210","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","23272","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","23330","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","46445","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","47079","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","47704","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","48321","","Official data"
"FBS","Food Balance Sheets","46","Congo","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","4112","","Official data"
"FBS","Food Balance Sheets","46","Congo","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","4225","","Official data"
"FBS","Food Balance Sheets","46","Congo","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","4337","","Official data"
"FBS","Food Balance Sheets","46","Congo","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","4448","","Official data"
"FBS","Food Balance Sheets","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","4670","","Official data"
"FBS","Food Balance Sheets","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","4738","","Official data"
"FBS","Food Balance Sheets","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","4805","","Official data"
"FBS","Food Balance Sheets","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","4872","","Official data"
"FBS","Food Balance Sheets","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","18977","","Official data"
"FBS","Food Balance Sheets","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","19390","","Official data"
"FBS","Food Balance Sheets","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","19840","","Official data"
"FBS","Food Balance Sheets","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","20316","","Official data"
"FBS","Food Balance Sheets","98","Croatia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","4338","","Official data"
"FBS","Food Balance Sheets","98","Croatia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","4324","","Official data"
"FBS","Food Balance Sheets","98","Croatia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","4307","","Official data"
"FBS","Food Balance Sheets","98","Croatia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","4290","","Official data"
"FBS","Food Balance Sheets","49","Cuba","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","11282","","Official data"
"FBS","Food Balance Sheets","49","Cuba","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","11276","","Official data"
"FBS","Food Balance Sheets","49","Cuba","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","11271","","Official data"
"FBS","Food Balance Sheets","49","Cuba","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","11266","","Official data"
"FBS","Food Balance Sheets","50","Cyprus","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","1104","","Official data"
"FBS","Food Balance Sheets","50","Cyprus","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","1117","","Official data"
"FBS","Food Balance Sheets","50","Cyprus","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","1129","","Official data"
"FBS","Food Balance Sheets","50","Cyprus","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","1141","","Official data"
"FBS","Food Balance Sheets","167","Czechia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","10554","","Official data"
"FBS","Food Balance Sheets","167","Czechia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","10611","","Official data"
"FBS","Food Balance Sheets","167","Czechia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","10660","","Official data"
"FBS","Food Balance Sheets","167","Czechia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","10702","","Official data"
"FBS","Food Balance Sheets","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","24501","","Official data"
"FBS","Food Balance Sheets","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","24631","","Official data"
"FBS","Food Balance Sheets","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","24763","","Official data"
"FBS","Food Balance Sheets","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","24895","","Official data"
"FBS","Food Balance Sheets","54","Denmark","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","5551","","Official data"
"FBS","Food Balance Sheets","54","Denmark","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","5575","","Official data"
"FBS","Food Balance Sheets","54","Denmark","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","5598","","Official data"
"FBS","Food Balance Sheets","54","Denmark","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","5619","","Official data"
"FBS","Food Balance Sheets","72","Djibouti","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","834","","Official data"
"FBS","Food Balance Sheets","72","Djibouti","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","847","","Official data"
"FBS","Food Balance Sheets","72","Djibouti","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","860","","Official data"
"FBS","Food Balance Sheets","72","Djibouti","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","873","","Official data"
"FBS","Food Balance Sheets","55","Dominica","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","71","","Official data"
"FBS","Food Balance Sheets","55","Dominica","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","71","","Official data"
"FBS","Food Balance Sheets","55","Dominica","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","72","","Official data"
"FBS","Food Balance Sheets","55","Dominica","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","72","","Official data"
"FBS","Food Balance Sheets","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","10017","","Official data"
"FBS","Food Balance Sheets","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","10148","","Official data"
"FBS","Food Balance Sheets","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","10277","","Official data"
"FBS","Food Balance Sheets","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","10404","","Official data"
"FBS","Food Balance Sheets","58","Ecuador","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","15001","","Official data"
"FBS","Food Balance Sheets","58","Ecuador","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","15246","","Official data"
"FBS","Food Balance Sheets","58","Ecuador","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","15492","","Official data"
"FBS","Food Balance Sheets","58","Ecuador","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","15738","","Official data"
"FBS","Food Balance Sheets","59","Egypt","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","78076","","Official data"
"FBS","Food Balance Sheets","59","Egypt","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","79392","","Official data"
"FBS","Food Balance Sheets","59","Egypt","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","80722","","Official data"
"FBS","Food Balance Sheets","59","Egypt","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","82056","","Official data"
"FBS","Food Balance Sheets","60","El Salvador","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","6218","","Official data"
"FBS","Food Balance Sheets","60","El Salvador","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","6256","","Official data"
"FBS","Food Balance Sheets","60","El Salvador","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","6297","","Official data"
"FBS","Food Balance Sheets","60","El Salvador","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","6340","","Official data"
"FBS","Food Balance Sheets","63","Estonia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","1299","","Official data"
"FBS","Food Balance Sheets","63","Estonia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","1294","","Official data"
"FBS","Food Balance Sheets","63","Estonia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","1291","","Official data"
"FBS","Food Balance Sheets","63","Estonia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","1287","","Official data"
"FBS","Food Balance Sheets","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","87095","","Official data"
"FBS","Food Balance Sheets","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","89393","","Official data"
"FBS","Food Balance Sheets","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","91729","","Official data"
"FBS","Food Balance Sheets","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","94101","","Official data"
"FBS","Food Balance Sheets","66","Fiji","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","861","","Official data"
"FBS","Food Balance Sheets","66","Fiji","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","868","","Official data"
"FBS","Food Balance Sheets","66","Fiji","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","875","","Official data"
